shalltry.com,unknown yet,unknown yet,,,,
hichina.com,unknown yet,unknown yet,,,,
edgecdn.ru,unknown yet,unknown yet,,,,
media-amazon.com,unknown yet,unknown yet,,,,
openx.net,unknown yet,unknown yet,,,,
heytapmobile.com,unknown yet,unknown yet,,,,
mtgglobals.com,unknown yet,unknown yet,,,,
alibaba.com,unknown yet,unknown yet,,,,
fastly-edge.com,unknown yet,unknown yet,,,,
jsdelivr.net,unknown yet,unknown yet,,,,
kaspersky-labs.com,unknown yet,unknown yet,,,,
capcutapi.com,unknown yet,unknown yet,,,,
kwai-pro.com,unknown yet,unknown yet,,,,
adsafeprotected.com,unknown yet,unknown yet,,,,
facebook.net,unknown yet,unknown yet,,,,
akamaihd.net,unknown yet,unknown yet,,,,
douyincdn.com,unknown yet,unknown yet,,,,
whecloud.com,unknown yet,unknown yet,,,,
tiktokv.us,unknown yet,unknown yet,,,,
clarity.ms,unknown yet,unknown yet,,,,
name-services.com,unknown yet,unknown yet,,,,
vedsalb.com,unknown yet,unknown yet,,,,
wbx2.com,unknown yet,unknown yet,,,,
myhuaweicloud.com,unknown yet,unknown yet,,,,
inner-active.mobi,unknown yet,unknown yet,,,,
sc-cdn.net,unknown yet,unknown yet,,,,
allawnos.com,unknown yet,unknown yet,,,,
bamgrid.com,unknown yet,unknown yet,,,,
mynetname.net,unknown yet,unknown yet,,,,
samsungcloudsolution.com,unknown yet,unknown yet,,,,
xcal.tv,unknown yet,unknown yet,,,,
live-video.net,unknown yet,unknown yet,,,,
cdnbuild.net,unknown yet,unknown yet,,,,
avsxappcaptiveportal.com,unknown yet,unknown yet,,,,
ibyteimg.com,unknown yet,unknown yet,,,,
byteoversea.net,unknown yet,unknown yet,,,,
dual-s-msedge.net,unknown yet,unknown yet,,,,
keenetic.io,unknown yet,unknown yet,,,,
scdn.co,unknown yet,unknown yet,,,,
heytapdl.com,unknown yet,unknown yet,,,,
sc-gw.com,unknown yet,unknown yet,,,,
easebar.com,unknown yet,unknown yet,,,,
ipv4only.arpa,unknown yet,unknown yet,,,,
kwaipros.com,unknown yet,unknown yet,,,,
rzone.de,unknown yet,unknown yet,,,,
tiktokcdn-eu.com,unknown yet,unknown yet,,,,
vkuser.net,unknown yet,unknown yet,,,,
aliyuncsslbintl.com,unknown yet,unknown yet,,,,
discord.media,unknown yet,unknown yet,,,,
avcdn.net,unknown yet,unknown yet,,,,
msidentity.com,unknown yet,unknown yet,,,,
imcmdb.net,unknown yet,unknown yet,,,,
tiktokv.eu,unknown yet,unknown yet,,,,
sfx.ms,unknown yet,unknown yet,,,,
pangle.io,unknown yet,unknown yet,,,,
telecid.ru,unknown yet,unknown yet,,,,
firetvcaptiveportal.com,unknown yet,unknown yet,,,,
online-metrix.net,unknown yet,unknown yet,,,,
list-manage.com,unknown yet,unknown yet,,,,
beian.gov.cn,unknown yet,unknown yet,,,,
nflximg.com,unknown yet,unknown yet,,,,
aiv-cdn.net,unknown yet,unknown yet,,,,
kwai.net,unknown yet,unknown yet,,,,
byteglb.com,unknown yet,unknown yet,,,,
tbcache.com,unknown yet,unknown yet,,,,
myqcloud.com,unknown yet,unknown yet,,,,
2mdn.net,unknown yet,unknown yet,,,,
tm-azurefd.net,unknown yet,unknown yet,,,,
cdn20.com,unknown yet,unknown yet,,,,
wswebcdn.com,unknown yet,unknown yet,,,,
rbxcdn.com,unknown yet,unknown yet,,,,
namebrightdns.com,unknown yet,unknown yet,,,,
a-msedge.net,unknown yet,unknown yet,,,,
gandi-ns.fr,unknown yet,unknown yet,,,,
my.com,unknown yet,unknown yet,,,,
safebrowsing.apple,unknown yet,unknown yet,,,,
gcdn.co,unknown yet,unknown yet,,,,
awsglobalaccelerator.com,unknown yet,unknown yet,,,,
svc.ms,unknown yet,unknown yet,,,,
worldnic.com,unknown yet,unknown yet,,,,
tencent-cloud.net,unknown yet,unknown yet,,,,
aiv-delivery.net,unknown yet,unknown yet,,,,
run.app,unknown yet,unknown yet,,,,
rlcdn.com,unknown yet,unknown yet,,,,
azure-dns.com,unknown yet,unknown yet,,,,
dnspod.net,unknown yet,unknown yet,,,,
awswaf.com,unknown yet,unknown yet,,,,
qlivecdn.com,unknown yet,unknown yet,,,,
yahoodns.net,unknown yet,unknown yet,,,,
bidswitch.net,unknown yet,unknown yet,,,,
adobedtm.com,unknown yet,unknown yet,,,,
ln-msedge.net,unknown yet,unknown yet,,,,
xiaomi.net,unknown yet,unknown yet,,,,
spaceweb.pro,unknown yet,unknown yet,,,,
yccdn.ru,unknown yet,unknown yet,,,,
googlezip.net,unknown yet,unknown yet,,,,
telephony.goog,unknown yet,unknown yet,,,,
samsungapps.com,unknown yet,unknown yet,,,,
githubusercontent.com,unknown yet,unknown yet,,,,
avito.ru,unknown yet,unknown yet,,,,
googletagservices.com,unknown yet,unknown yet,,,,
licdn.com,unknown yet,unknown yet,,,,
360safe.com,unknown yet,unknown yet,,,,
alicdn.com,unknown yet,unknown yet,,,,
twimg.com,unknown yet,unknown yet,,,,
bx-msedge.net,unknown yet,unknown yet,,,,
typekit.net,unknown yet,unknown yet,,,,
live.net,unknown yet,unknown yet,,,,
impervadns.net,unknown yet,unknown yet,,,,
agkn.com,unknown yet,unknown yet,,,,
grammarly.io,unknown yet,unknown yet,,,,
hicloud.com,unknown yet,unknown yet,,,,
smaato.net,unknown yet,unknown yet,,,,
wbbasket.ru,unknown yet,unknown yet,,,,
enacdn.net,unknown yet,unknown yet,,,,
b-msedge.net,unknown yet,unknown yet,,,,
vidaahub.com,unknown yet,unknown yet,,,,
edgecastdns.net,unknown yet,unknown yet,,,,
1rx.io,unknown yet,unknown yet,,,,
crwdcntrl.net,unknown yet,unknown yet,,,,
bdydns.com,unknown yet,unknown yet,,,,
omnitagjs.com,unknown yet,unknown yet,,,,
nel.goog,unknown yet,unknown yet,,,,
bidr.io,unknown yet,unknown yet,,,,
geobasket.ru,unknown yet,unknown yet,,,,
sentinelone.net,unknown yet,unknown yet,,,,
browser-intake-datadoghq.com,unknown yet,unknown yet,,,,
pvp.net,unknown yet,unknown yet,,,,
bytedns1.com,unknown yet,unknown yet,,,,
steamstatic.com,unknown yet,unknown yet,,,,
samsungacr.com,unknown yet,unknown yet,,,,
liadm.com,unknown yet,unknown yet,,,,
adobedc.net,unknown yet,unknown yet,,,,
rackspace.net,unknown yet,unknown yet,,,,
ozone.ru,unknown yet,unknown yet,,,,
volcfcdndvs.com,unknown yet,unknown yet,,,,
360.cn,unknown yet,unknown yet,,,,
homedepot.com,unknown yet,unknown yet,,,,
creativecdn.com,unknown yet,unknown yet,,,,
ovscdns.com,unknown yet,unknown yet,,,,
bunnyinfra.net,unknown yet,unknown yet,,,,
afilias-nst.info,unknown yet,unknown yet,,,,
cdn-vk.ru,unknown yet,unknown yet,,,,
adform.net,unknown yet,unknown yet,,,,
lgtvcommon.com,unknown yet,unknown yet,,,,
google.com,blocking banner,center,"reject all, accept all, more options","Privacy, Terms, Cookie/s, Misc",,
facebook.com,blocking banner,center,"decline optional cookies, accept all cookies","Cookies Policy, other companies, Misc",Choose cookies by category,
youtube.com,blocking banner,center,"reject all, accept all, more options","Privacy Policy, Terms of Service, Cookie/s, Misc",,
instagram.com,blocking banner,center,"decline optional cookies, accept all cookies","Cookies Policy, other companies, Misc",Choose cookies by category,
fbcdn.net,blocking banner,center,"decline optional cookies, accept all cookies","Cookies Policy, other companies, Misc",Choose cookies by category,
googlevideo.com,blocking banner,center,"reject all, accept all, more options","Privacy, Terms, Cookie/s, Misc",,
youtu.be,blocking banner,center,"reject all, accept all, more options","Privacy Policy, Terms of Service, Cookie/s, Misc",,
yahoo.com,blocking banner,center,"accept all, reject all, manage privacy settings","our partners, Privacy Policy, our Cookie Policy",,
googlesyndication.com,blocking banner,center,"reject all, accept all, more options","Privacy, Terms, Cookie/s, Misc",,
samsung.com,blocking banner,center,"accept all cookies, only accept necessary cookies, settings","Cookie Notices, Privacy Policy",,
nginx.com,blocking banner,center,"count me in, no thanks, customize settings",Privacy Policy,,
criteo.com,blocking banner,bottom bar,"accept all, deny","Privacy Policy, More Information ",,
one.one,blocking banner,center,"accept all, only necessary",Show details,,
telekom.de,blocking banner,center,"accept all, only required, settings","privacy statement, Privacy Policy, Imprint, Partner list",,
tumblr.com,blocking banner,center,"i agree, learn more",,,
f5.com,blocking banner,center,"count me in, no thanks, customize settings",Privacy Policy,,
nytimes.com,blocking banner,bottom bar,"accept all, reject all, manage preferences","Cookie Policy, Privacy Policy, Misc",,
flickr.com,blocking banner,center,"accept all, reject all, submit preferences, manage settings, required cookies, functional cookies, advertising cookies, purposes, our partners",Privacy Policy,,
theguardian.com,blocking banner,center,"accept all, reject all and subscribe","privacy policy, cookie policy, partners, misc",,
forbes.com,blocking banner,bottom bar,"accept all, reject all, manage preferences",Privacy Statement,,
bbc.com,blocking banner,center,"i agree, i do not agree, manage options","partners, privacy policy",,
bbc.co.uk,blocking banner,center,"i agree, i do not agree, manage options","partners, privacy policy",,
oracle.com,blocking banner,center,"accept all, decline all, view and change cookie preferences","our third party partners, privacy policy",,
sourceforge.net,blocking banner,center,"i accept, i do not accept","Third party, More options, Privacy Policy",,
researchgate.net,blocking banner,bottom bar,"accept, reject, customize","Partners, Privacy Policy",,
sciencedirect.com,blocking banner,bottom bar,"accept all cookies, accept only necessary cookies, cookie settings","Cookie settings, Cookie Policy",,
weather.com,blocking banner,bottom right,"accept all, reject all, manage cookie settings","Privacy Policy, Learn more",,
cpanel.net,blocking banner,center,"accept all, deny","Privacy Policy, Legal Notice, More Information ",,
gmail.com,blocking banner,center,"reject all, accept all, more options","Privacy, Terms, Cookie/s, Misc",,
doubleverify.com,blocking banner,center,"agree and proceed, required only, view cookie settings",Cookie Notice,,
salesforce.com,blocking banner,center,"accept all cookies, do no accept, cookie consent manager",Privacy Statement,,
hp.com,blocking banner,center,"accept all cookies, reject all cookies","your information (the information we collect), cookie settings, learn more",,
inmobi.com,blocking banner,bottom bar,"accept all, decline, customize",cookie policy,,
tinyurl.com,blocking banner,bottom right,"allow all cookies, allow only necessary",Cookie policy,,
samsungcloud.com,blocking banner,bottom bar,"accept all cookies, continue without accepting, manage cookies","Privacy policy, Cookies",,
appsflyer.com,blocking banner,center,"accept all cookies, reject all cookies, customize",Cookie policy,,
springer.com,blocking banner,bottom bar,"accept all cookies, reject optional cookies, manage preferences","Partners, Privacy Policy",,
etsy.com,blocking banner,center,"accept all cookies, essential cookies only, update settings",Cookie Policy,,
nature.com,blocking banner,bottom bar,"accept all cookies, reject optional cookies, manage preferences","partners, privacy policy",,
wsj.com,blocking banner,bottom bar,"""yes, i agree"", manage settings",Partners,,
telekom.net,blocking banner,center,"accept all, only required, settings","Privacy Policy, Imprint, Partner list",,
businessinsider.com,blocking banner,center,"accept all, ad-free for 3.99 € / month, settings","Privacy Policy, misc",,
bloomberg.com,blocking banner,center,"""yes, i accept"", ""no, i do not accept"", manage cookies","third party partners, Privacy Policy, right to object ",,
dailymotion.com,blocking banner,center,"accept, personalise, continue without accepting","non-IAB Partners, IAB Partners, Selected Commercial Partners, Terms of Use, Privacy, Cookie ",,
telegraph.co.uk,blocking banner,center,"i accept, essential cookies only, manage",misc,,
3lift.com,blocking banner,bottom bar,"accept all, deny all, save settings, more information, personalised advertising, website functionality, analytics, personalised content","Privacy Notice, Cookie Notice",,
temu.com,blocking banner,bottom bar,"accept all, reject all",,"Customise cookies, Cookies and Similar Technologies policy",
plesk.com,blocking banner,center,"accept all, deny, more information","Privacy Policy, Legal Notice",,
t-online.de,blocking banner,center,,,,
google.com.br,blocking banner,center,"reject all, accept all, more options","Privacy, Terms, Cookie/s, Misc",,
trustpilot.com,blocking banner,center,"accept all, reject all, manage cookies",Cookie Policy,,
staples.com,blocking banner,center,"consent, manage options",List of partners,,
aol.com,blocking banner,center,"accept all, reject all, manage privacy settings","our partners, Privacy Policy, Cookie Policy",,
statista.com,blocking banner,center,"accept all, adjust settings, reject optional cookies, list of partners (vendors)",Privacy Statement,,
hostgator.com,blocking banner,center,"got it, reject all, cookies settings","Terms of Use,  Privacy Policy, Cookie Notice",,
zendesk.com,blocking banner,center,"accept all, reject all, cookie settings",Cookie Policy,,
g.page,blocking banner,center,"reject all, accept all, more options","Privacy, Terms, Cookie/s, misc",,
google.de,blocking banner,center,"reject all, accept all, more options","Privacy, Terms, Cookie/s, Misc",,
mysql.com,blocking banner,center,"accept all, decline all, view and change cookie preferences","our third party partners, privacy policy",,
independent.co.uk,blocking banner,bottom bar,"i accept, essential cookies only, show purposes","partners, Privacy Policy",,
wired.com,blocking banner,center,"i accept, your privacy choices","Privacy Policy, misc",,
indiatimes.com,blocking banner,center,"consent, manage options",,,
onelink.me,blocking banner,center,"accept all cookies, reject all cookies, customize",cookies policy,,
ft.com,blocking banner,center,"accept, reject, manage cookies","technology partners, cookie policy",,
xhamster.com,blocking banner,center,"accept, reject","Manage cookies, Cookie Policy, Privacy Policy, misc",,
supercell.com,blocking banner,center,"accept all cookies, necessary cookies, manage cookies",Learn more,,
mulesoft.com,blocking banner,center,"accept all cookies, do not accept",Privacy Statement,,
hotjar.com,blocking banner,bottom bar,"accept, reject all, cookie settings",Cookie Policy,,
optimizely.com,blocking banner,unknown yet,,,,
force.com,blocking banner,center,"allow all cookies, do not accept, cookie consent manager",Privacy Statement,,
accuweather.com,blocking banner,bottom left,"consent, do not consent, manage options",Privacy Policy,,
free.fr,blocking banner,center,"agree and close, disagree and close, learn more",View our partners,,
surveymonkey.com,blocking banner,center,"accept all, reject all, customise","Privacy Notice, Cookies Notice",,
imgur.com,blocking banner,center,"consent, manage options",List of partners,,
oraclecloud.com,blocking banner,center,"accept all, decline all, view and change cookie preferences","our third party partners, privacy policy",,
fandom.com,blocking banner,bottom bar,"i accept, show purposes, list of partners (vendors)",,,
redhat.com,blocking banner,center,"agree and proceed with standard settings, proceed with required cookies only, view cookie preferences",Privacy Statement,,
marriott.com,blocking banner,center,"accept all, reject all, cookies settings",,,
nike.com,blocking banner,center,"accept all, reject all, confirm selection",Privacy and Cookie Policy,,
google.com.hk,blocking banner,center,"reject all, accept all, more options","Privacy, Terms, Cookie/s, Misc",,
cbsnews.com,blocking banner,bottom left,"accept, reject, manage",Privacy Policy,,
elpais.com,blocking banner,top bar,"accept, configuration, our partners, view our 976 partners",,,
bluehost.com,blocking banner,center,"got it, reject all, cookies settings","Terms of Use,  Privacy Policy, Cookie Notice",,
outbrain.com,blocking banner,center,"accept cookies, reject all, cookies settings",Outbrain’s Privacy Policy,,
nbcnews.com,blocking banner,bottom bar,continue,Cookie Policy,,
google.co.uk,blocking banner,center,"accept all, reject all, more options","Privacy, Terms, Cookie/s, Misc",,
withgoogle.com,blocking banner,center,"reject all, accept all, more options","Privacy, Terms, Cookie/s, Misc",,
techcrunch.com,blocking banner,center,"consent, do not consent, manage options, learn more",List of partners,,
xvideos.com,blocking banner,center,"accept all cookies, reject all cookies, manage cookies",Cookie Policy,,
wp.pl,blocking banner,bottom bar,"i accept and go to the service, i reject and i want to know more, trusted partners of iab, the advanced settings, trusted partners iab","Trusted Partners, misc",,
spiegel.de,blocking banner,center,"consent and continue, subscribe now, preferences","privacy policy, Privacy Center, third party providers, Imprint, Privacy Policy, General Terms and Conditions, misc",,
lemonde.fr,blocking banner,center,"accept and continue, subscribe, partners, what are cookies used for, why the world is asking you to accept these data processing ",misc,,
lenovo.com,blocking banner,center,"accept cookies, ""no, thank you, only necessary cookies"", cookie settings, cookie consent tool",Privacy Policy,,
fb.com,blocking banner,center,"decline optional cookies, accept all cookies","Cookies Policy, other companies, Misc",Choose cookies by category,
palmplaystore.com,blocking banner,center,"consent, do not consent, manage options, learn more",List of partners,,
bugsnag.com,blocking banner,center,"accept cookies, cookie settings",Learn more,,
sagepub.com,blocking banner,center,"accept non-essential cookies, reject non-essential cookies, manage cookies","Privacy Policy, Cookie Policy",,
gumgum.com,blocking banner,bottom bar,"accept, manage preferences",View Full Policy,,
allaboutcookies.org,blocking banner,center,"accept, cookie settings, partners/vendors",,,
cloudflare.com,blocking banner with option to close,bottom bar,"cookie preferences, reject all, accept all cookies",,,
workers.dev,blocking banner with option to close,unknown yet,,,,
cloudflare.net,blocking banner with option to close,bottom bar,"accept all cookies, reject all, cookie preferences",,,
pages.dev,blocking banner with option to close,bottom bar,"accept all cookies, reject all, cookie preferences",,,
uol.com.br,blocking banner with option to close,center,"consent, manage options",List of partners,,
sophos.com,blocking banner with option to close,bottom bar,"accept all cookies, reject all cookies, cookies settings",Cookie Policy,,
fastly.net,simple non blocking banner,bottom left,"accept all, reject all, customize",Cookie Policy,,
pinterest.com,simple non blocking banner,unknown yet,,,,
msn.com,simple non blocking banner,bottom bar,"accept, reject all, show purposes, list of partners",Privacy policy,,
roblox.com,simple non blocking banner,bottom bar,"accept all, decline all, set cookie options",Privacy Policy,,
intuit.com,simple non blocking banner,bottom bar,"accept all, decline all, customize settings",Cookies Statement,,
reddit.com,simple non blocking banner,bottom right,"accept all, reject optional cookies",how Reddit uses cookies,,
shopify.com,simple non blocking banner,bottom left,"accept cookies, reject all",,,
soundcloud.com,simple non blocking banner,bottom bar,"i accept, reject all, manage preferences, list of partners",,,
